time,open,high,low,close,volume
1773543600,196036.0,196036.0,195126.0,195126.0,0.013999999999999999
1773547200,195821.5,195821.5,195710.0,195710.0,0.002
1773550800,195901.0,197163.5,195901.0,196291.5,0.038
1773554400,196679.5,196679.5,196094.5,196277.5,0.057999999999999996
1773558000,196533.5,196709.0,196075.0,196075.0,0.45000000000000007
1773561600,196436.0,196906.0,196436.0,196906.0,0.054000000000000006
1773565200,197274.5,197801.0,197095.0,197383.0,0.066
1773568800,197121.0,197683.0,197121.0,197634.0,0.536
1773572400,197434.0,197434.0,196896.5,197380.0,0.10600000000000001
1773576000,197284.0,197284.0,196903.5,196903.5,0.037000000000000005
1773579600,196570.0,196781.0,194950.0,195178.5,0.083
1773583200,195205.5,195205.5,194735.5,195050.0,0.041999999999999996
1773586800,195157.0,195157.0,194767.0,194947.0,0.043
1773590400,195263.5,195263.5,194652.5,194954.5,0.024
1773594000,194967.5,195514.5,194967.5,195514.5,0.742
1773597600,196818.0,196818.0,196375.0,196474.5,0.7040000000000001
1773601200,195874.0,196960.5,195874.0,196960.5,0.009000000000000001
1773604800,197799.5,197799.5,197799.5,197799.5,0.1
1773608400,197846.0,197846.0,197846.0,197846.0,0.004
1773612000,200174.0,203285.0,200174.0,202914.0,0.513
1773615600,203763.0,204151.5,201944.5,202730.0,0.446
1773619200,202974.0,202974.0,201771.5,202191.0,0.5950000000000001
1773622800,201836.0,203531.0,201555.0,203424.0,0.093
1773626400,203412.5,203412.5,201979.0,202836.5,0.313
1773630000,202647.0,208858.5,202647.0,207962.5,3.26
1773633600,208227.0,210856.5,208106.5,210340.0,0.649
1773637200,210124.5,212525.5,210124.5,212525.5,0.658
1773640800,211808.0,211808.0,210227.0,210227.0,0.207
1773644400,210597.0,210623.5,209151.5,209151.5,0.199
1773648000,209658.5,209890.0,208594.0,209018.0,0.31500000000000006
1773651600,209032.5,210881.5,208795.0,210617.0,0.35500000000000004
1773655200,210922.0,211497.5,210922.0,211401.0,0.11599999999999999
1773658800,212190.5,212296.0,211275.0,211728.5,0.033
1773662400,212294.5,214165.0,212096.5,212283.5,1.0190000000000001
1773666000,212556.0,214395.0,211839.5,212822.5,1.119
1773669600,213965.5,214359.0,210276.0,211813.0,0.31900000000000006
1773673200,212176.0,213795.5,211874.5,211874.5,0.14600000000000002
